Job_Listing,Working_Title,Job Control,Salary_Range,Work_Type/Schedule,Department,Location,Publish_Date,Filing_Deadline,URLs
ATTORNEY IV,Attorney IV,397476,$11644.00 - $14954.00,Permanent Fulltime,California Energy Commission,Sacramento County,10/10/2023,11/9/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397476
AUTOMOBILE MECHANIC (CORRECTIONAL FACILITIES),Automobile Mechanic,397511,$4647.00 - $5349.00,Permanent Fulltime,Sierra Conservation Center,Tuolumne County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397511
BATTALION CHIEF,Battalion Chief Community Risk Reduction,397407,$5739.00 - $7447.00,Permanent Fulltime,Department of Forestry & Fire Protection,San Diego County,10/10/2023,10/20/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397407
BUILDING MAINTENANCE WORKER,Building Maintenance Worker,397496,$4046.00 - $4663.00,Permanent Fulltime,Department of Developmental Services - Headquarters,Orange County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397496
BUSINESS TAXES REPRESENTATIVE,Tax Representative,397024,$4091.00 - $6336.00,Permanent Fulltime,CA Department of Tax and Fee Administration,Sacramento County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397024
C. E. A.,"CEA Level C, Program Budget Manager, Oversight and Accountability Unit",397326,$12329.00 - $13998.00,Non-Tenured Fulltime,Department of Finance,Sacramento County,10/10/2023,10/31/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397326
CALTRANS EQUIPMENT OPERATOR I,CALTRANS EQUIPMENT OPERATOR I,397395,$4267.00 - $5126.00,Permanent Intermittent,Department of Transportation,Fresno County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397395
CALTRANS EQUIPMENT OPERATOR II,Caltrans Equipment Operator II,397349,$4559.00 - $5500.00,Permanent Fulltime,Department of Transportation,Fresno County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397349
CALTRANS EQUIPMENT OPERATOR II,Caltrans Equipment Operator II,397460,$4559.00 - $5500.00,Permanent Intermittent,Department of Transportation,Madera County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397460
CALTRANS HEAVY EQUIPMENT MECHANIC,Heavy Equipment Technician,397288,$5236.00 - $6035.00,Permanent Fulltime,Department of Transportation,Madera County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397288
CALTRANS HIGHWAY MAINTENANCE LEADWORKER,Caltrans Highway Maintenance Leadworker,397384,$4779.00 - $6011.00,Permanent Fulltime,Department of Transportation,Los Angeles County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397384
CALTRANS MAINTENANCE SUPERVISOR,CMS,397315,$4848.00 - $6312.00,Permanent Fulltime,Department of Transportation,San Bernardino County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397315
CASE RECORDS TECHNICIAN,Case Records Technician (CRT),397282,$3002.00 - $4351.00,Permanent Fulltime,CDCR - San Quentin State Prison,Marin County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397282
CERTIFIED NURSING ASSISTANT,Certified Nursing Assistant - FSP ISUDT,397299,$3103.00 - $3885.00,Permanent Fulltime,California Correctional Health Care Services,Sacramento County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397299
"CHIEF PHYSICIAN AND SURGEON, CORRECTIONAL FACILITY","Chief Physician and Surgeon, CF - Corcoran State Prison, Corcoran",394730,$23590.00 - $26999.00,Limited Term Fulltime,California Correctional Health Care Services,Kings County,10/10/2023,11/2/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=394730
"CHIEF PSYCHOLOGIST, CORRECTIONAL FACILITY","CHIEF PSYCHOLOGIST, CF - CALIFORNIA STATE PRISON - SACRAMENTO",397462,$14363.00 - $15322.00,Permanent Fulltime,California Correctional Health Care Services,Sacramento County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397462
CLINICAL SOCIAL WORKER (HEALTH/CORRECTIONAL FACILITY) - SAFETY,CLINICAL SOCIAL WORKER (HEALTH/CORRECTIONAL FACILITY) - SAFETY (00109872),397176,$6897.00 - $9437.00,Permanent Fulltime,Department of Corrections & Rehabilitation,Los Angeles County,10/10/2023,10/20/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397176
"CORRECTIONAL BUSINESS MANAGER I, DEPARTMENT OF CORRECTIONS","Correctional Business Manager I, DOC",397370,$7345.00 - $9126.00,Permanent Fulltime,California Medical Facility,Solano County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397370
CORRECTIONAL CASE RECORDS ANALYST,Correctional Case Records Analyst,397416,$3622.00 - $5889.00,Permanent Fulltime,"Ca State Prison, Corcoran",Kings County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397416
CORRECTIONAL SUPERVISING COOK (CORRECTIONAL FACILITY),CORRECTIONAL SUPERVISING COOK - SAN QUENTIN STATE PRISON (SQ),397369,$799.20 - $983.20,Permanent Part-time,California Correctional Health Care Services,Marin County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397369
CORRECTIONAL SUPERVISING COOK (CORRECTIONAL FACILITY),CORRECTIONAL SUPERVISING COOK - SAN QUENTIN STATE PRISON (SQ),397313,$3996.00 - $4916.00,Permanent Fulltime,California Correctional Health Care Services,Marin County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397313
CORRECTIONAL SUPERVISING COOK (CORRECTIONAL FACILITY),CORRECTIONAL SUPERVISING COOK - SAN QUENTIN STATE PRISON (SQ),397335,$3996.00 - $4916.00,Limited Term Fulltime,California Correctional Health Care Services,Marin County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397335
CORRECTIONAL SUPERVISING COOK (CORRECTIONAL FACILITY),Correctional Supervising Cook (CF),397297,$3996.00 - $5552.00,Limited Term Fulltime,Mule Creek State Prison,Amador County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397297
CUSTODIAN I,Custodian I - Night Shift,397324,$2926.00 - $3663.00,Permanent Fulltime,Military Department,Sacramento County,10/10/2023,10/25/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397324
CUSTODIAN I,Custodian I - Mule Creek State Prison,396584,$2926.00 - $3663.00,Permanent Intermittent,Prison Industry Authority,Amador County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=396584
CUSTODIAN SUPERVISOR I,Custodian Supervisor I,397521,$3239.00 - $4059.00,Permanent Fulltime,Department of General Services,Alameda County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397521
CUSTODIAN SUPERVISOR I,Custodian Supervisor I,397537,$3239.00 - $4059.00,Permanent Fulltime,Department of General Services,Alameda County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397537
"DENTAL ASSISTANT, CORRECTIONAL FACILITY","DENTAL ASSISTANT, CF - FOLSOM STATE PRISON",397457,$3548.00 - $6562.00,Limited Term Fulltime,California Correctional Health Care Services,Sacramento County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397457
EDUCATION PROGRAMS CONSULTANT,Education Programs Consultant,397327,$7538.00 - $9435.00,Permanent Fulltime,Department of Education,Sacramento County,10/10/2023,10/20/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397327
ELECTRICIAN I,Electrician I,397329,$5359.00 - $6175.00,Permanent Intermittent,Department of General Services,Los Angeles County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397329
"ENGINEER, WATER RESOURCES",Inspection Section Engineer,396082,$6175.00 - $11567.00,Permanent Fulltime,Department of Water Resources,Sacramento County,10/10/2023,10/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=396082
INFORMATION TECHNOLOGY SPECIALIST II,Domain Architect and Senior Systems Engineer,395997,$7893.00 - $10576.00,Permanent Fulltime,Department of Water Resources,Sacramento County,10/10/2023,10/20/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=395997
STAFF SERVICES ANALYST,Education - Staff Services Analyst,396823,$3534.00 - $5744.00,Limited Term Fulltime,CDCR - San Quentin State Prison,Marin County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=396823
STAFF SERVICES ANALYST,Staff Services Analyst (Forensic Services Dept),397264,$3534.00 - $5744.00,Permanent Fulltime,Department of State Hospitals,Napa County,10/10/2023,10/31/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397264
STAFF SERVICES MANAGER I,Staff Services Manager I,396587,$6563.00 - $8153.00,Permanent Fulltime,Department of Water Resources,Sacramento County,10/10/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=396587
ACCOUNTANT TRAINEE,Accountant Trainee,378705,$4065.00 - $4847.00,Permanent Fulltime,Department of Consumer Affairs,Sacramento County,10/9/2023,10/19/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=378705
ACCOUNTING ADMINISTRATOR I (SPECIALIST),ACCOUNTING ADMINISTRATOR I (SPECIALIST),396949,$6061.00 - $7587.00,Permanent Fulltime,State Controller's Office,Sacramento County,10/9/2023,10/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=396949
ACCOUNTING ADMINISTRATOR I (SUPERVISOR),Accounting Administrator I,390802,$6563.00 - $8153.00,Permanent Fulltime,Department of Social Services,Sacramento County,10/9/2023,10/19/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=390802
ACCOUNTING ADMINISTRATOR II,Accounting Administrator II,397104,$7204.00 - $8950.00,Permanent Fulltime,Department of Consumer Affairs,Sacramento County,10/9/2023,10/19/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397104
AIR POLLUTION SPECIALIST,AIR POLLUTION SPECIALIST,397233,$5633.00 - $10903.00,Permanent Fulltime,State Air Resources Board,Sacramento County,10/9/2023,10/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397233
ASSISTANT DEPUTY DIRECTOR OF PUBLIC AFFAIRS AND COMMUNICATIONS,Assistant Deputy Director | Public Affairs and Communications,396453,$8135.00 - $9062.00,Non-Tenured Fulltime,CA State Lottery,Sacramento County,10/9/2023,10/30/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=396453
"ASSISTANT DIRECTOR, LOGISTICS MANAGEMENT","Assistant Director, Logistics Management",394389,$12164.00 - $13549.00,Non-Tenured Fulltime,California Governor's Office of Emergency Services,Sacramento County,10/9/2023,11/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=394389
ASSOCIATE ACCOUNTING ANALYST,Associate Accounting Analyst,397173,$5793.00 - $7256.00,Permanent Fulltime,Department of General Services,Sacramento County,10/9/2023,10/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397173
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Costing & Elections Team Analyst,397170,$5518.00 - $6907.00,Permanent Fulltime,Public Employees Retirement System,Sacramento County,10/9/2023,10/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397170
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Position Management Liaison,397171,$5518.00 - $6907.00,Limited Term Fulltime,Department of Transportation,Fresno County,10/9/2023,10/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397171
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Senior Procurement Analyst,397158,$5518.00 - $6907.00,Limited Term Fulltime,Public Utilities Commission,Sacramento County,10/9/2023,10/19/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397158
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,397123,$5518.00 - $6907.00,Permanent Fulltime,Department of Parks & Recreation,Sacramento County,10/9/2023,10/19/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397123
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Senior Procurement Analyst,397128,$5518.00 - $6907.00,Limited Term Fulltime,Public Utilities Commission,San Francisco County,10/9/2023,10/19/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397128
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Compliance Analyst,397105,$5518.00 - $6907.00,Permanent Fulltime,CA State Lottery,Sacramento County,10/9/2023,10/30/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397105
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Administrative Coordinator,397096,$5518.00 - $6907.00,Permanent Fulltime,Department of Public Health,Sacramento County,10/9/2023,10/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397096
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Procurement Analyst,397109,$5518.00 - $7116.00,Permanent Fulltime,Department of Public Health,Sacramento County,10/9/2023,10/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397109
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Associate Governmental Program Analyst,397071,$5518.00 - $6907.00,Permanent Fulltime,California Highway Patrol,Sacramento County,10/9/2023,10/19/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397071
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Communications Specialist,397049,$5518.00 - $6907.00,Permanent Fulltime,Department of Cannabis Control,Sacramento County,10/9/2023,10/19/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397049
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Associate Governmental Program Analyst,397052,$5518.00 - $6907.00,Permanent Fulltime,CA School Finance Authority,Los Angeles County,10/9/2023,10/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397052
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Associate Governmental Program Analyst,397053,$5518.00 - $6907.00,Permanent Fulltime,CA School Finance Authority,Sacramento County,10/9/2023,10/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397053
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Associate Governmental Program Analyst/Staff Services Analyst,397244,$5518.00 - $6907.00,Limited Term Fulltime,Department of Social Services,Sacramento County,10/9/2023,10/21/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397244
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Senior Procurement Analyst,397212,$5518.00 - $6907.00,Limited Term Fulltime,Public Utilities Commission,Los Angeles County,10/9/2023,10/19/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397212
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Outreach Analyst,397219,$5518.00 - $6907.00,Permanent Fulltime,Employment Development Department,Sacramento County,10/9/2023,10/19/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397219
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Management Services Program Analyst - Budgets,397177,$5518.00 - $6907.00,Permanent Fulltime,Department of Forestry & Fire Protection,Tehama County,10/9/2023,10/19/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397177
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,397181,$5518.00 - $6907.00,Limited Term Fulltime,"California State Prison, Solano",Solano County,10/9/2023,10/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=397181
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,391361,$5518.00 - $6907.00,Permanent Fulltime,State Water Resources Control Board,Sacramento County,10/9/2023,10/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391361
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Contract Administrator,376771,$5518.00 - $6907.00,Permanent Fulltime,Department of Transportation,Alameda County,10/9/2023,10/19/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=376771
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Associate Governmental Program Analyst - Northern/Central/Southern Region,396331,$5518.00 - $6907.00,Permanent Fulltime,Prison Industry Authority,Sacramento County,10/9/2023,10/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=396331
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Associate Governmental Program Analyst - Employee Relations,396338,$5518.00 - $6907.00,Permanent Fulltime,Prison Industry Authority,Sacramento County,10/9/2023,10/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=396338
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,396360,$5518.00 - $6907.00,Permanent Fulltime,Department of Rehabilitation,United States,10/9/2023,10/19/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=396360
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Facility Planner,396745,$5518.00 - $6907.00,Permanent Fulltime,Franchise Tax Board,Sacramento County,10/9/2023,10/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=396745
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Compliance Support Analyst,396926,$5518.00 - $7116.00,Permanent Fulltime,CA State Lottery,Sacramento County,10/9/2023,10/30/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=396926
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Associate Governmental Program Analyst,396047,$5518.00 - $6907.00,Permanent Fulltime,California Governor's Office of Emergency Services,Sacramento County,10/9/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=396047
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Constituent Analyst,381140,$5518.00 - $6907.00,Permanent Fulltime,Employment Development Department,Sacramento County,10/9/2023,10/19/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=381140
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,STATEWIDE BOND ANALYST,395684,$5518.00 - $6907.00,Permanent Fulltime,Department of Parks & Recreation,Sacramento County,10/9/2023,10/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=395684
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Associate Governmental Program Analyst,381860,$5518.00 - $6907.00,Permanent Fulltime,Department of Social Services,Sacramento County,10/9/2023,10/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=381860
ASSOCIATE PERSONNEL ANALYST,Human Resources Analyst (Telework Option),393749,$5518.00 - $6907.00,Permanent Fulltime,Department of Health Care Services,Sacramento County,10/9/2023,10/19/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=393749
